Record Date,Type of Account,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
"2020-10-02","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2021","1","2020","4","10","02"
"2020-10-02","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2021","1","2020","4","10","02"
"2020-10-01","Federal Reserve Account","1721399","1781679","1781679","1781679","I","Operating Cash Balance","Type of account","1","2021","1","2020","4","10","01"
"2020-10-01","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2021","1","2020","4","10","01"
"2020-10-01","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2021","1","2020","4","10","01"
"2020-09-30","Federal Reserve Account","1781679","1655158","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","30"
"2020-09-30","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","30"
"2020-09-30","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","30"
"2020-09-29","Federal Reserve Account","1655158","1667836","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","29"
"2020-09-29","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","29"
"2020-09-29","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","29"
"2020-09-28","Federal Reserve Account","1667836","1666330","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","28"
"2020-09-28","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","28"
"2020-09-28","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","28"
"2020-09-25","Federal Reserve Account","1666330","1650402","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","25"
"2020-09-25","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","25"
"2020-09-25","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","25"
"2020-09-24","Federal Reserve Account","1650402","1661732","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","24"
"2020-09-24","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","24"
"2020-09-24","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","24"
"2020-09-23","Federal Reserve Account","1661732","1672796","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","23"
"2020-09-23","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","23"
"2020-09-23","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","23"
"2020-09-22","Federal Reserve Account","1672796","1689647","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","22"
"2020-09-22","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","22"
"2020-09-22","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","22"
"2020-09-21","Federal Reserve Account","1689647","1684759","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","21"
"2020-09-21","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","21"
"2020-09-21","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","21"
"2020-09-18","Federal Reserve Account","1684759","1686360","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","18"
"2020-09-18","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","18"
"2020-09-18","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","18"
"2020-09-17","Federal Reserve Account","1686360","1692809","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","17"
"2020-09-17","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","17"
"2020-09-17","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","17"
"2020-09-16","Federal Reserve Account","1692809","1691058","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","16"
"2020-09-16","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","16"
"2020-09-16","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","16"
"2020-09-15","Federal Reserve Account","1691058","1596094","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","15"
"2020-09-15","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","15"
"2020-09-15","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","15"
"2020-09-14","Federal Reserve Account","1596094","1581016","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","14"
"2020-09-14","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","14"
"2020-09-14","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","14"
"2020-09-11","Federal Reserve Account","1581016","1580972","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","11"
"2020-09-11","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","11"
"2020-09-11","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","11"
"2020-09-10","Federal Reserve Account","1580972","1570533","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","10"
"2020-09-10","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","10"
"2020-09-10","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","10"
"2020-09-09","Federal Reserve Account","1570533","1591491","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","09"
"2020-09-09","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","09"
"2020-09-09","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","09"
"2020-09-08","Federal Reserve Account","1591491","1621785","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","08"
"2020-09-08","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","08"
"2020-09-08","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","08"
"2020-09-04","Federal Reserve Account","1621785","1628420","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","04"
"2020-09-04","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","04"
"2020-09-04","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","04"
"2020-09-03","Federal Reserve Account","1628420","1651823","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","03"
"2020-09-03","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","03"
"2020-09-03","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","03"
"2020-09-02","Federal Reserve Account","1651823","1652933","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","02"
"2020-09-02","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","02"
"2020-09-02","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","02"
"2020-09-01","Federal Reserve Account","1652933","1705982","1705982","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","09","01"
"2020-09-01","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","09","01"
"2020-09-01","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","09","01"
"2020-08-31","Federal Reserve Account","1705982","1620187","1763090","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","08","31"
"2020-08-31","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","08","31"
"2020-08-31","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","08","31"
"2020-08-28","Federal Reserve Account","1620187","1602817","1763090","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","08","28"
"2020-08-28","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","08","28"
"2020-08-28","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","08","28"
"2020-08-27","Federal Reserve Account","1602817","1607449","1763090","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","08","27"
"2020-08-27","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","08","27"
"2020-08-27","Short-Term Cash Investments (Table V)","0","0","0","0","I","Operating Cash Balance","Type of account","3","2020","4","2020","3","08","27"
"2020-08-26","Federal Reserve Account","1607449","1629281","1763090","382483","I","Operating Cash Balance","Type of account","1","2020","4","2020","3","08","26"
"2020-08-26","Supplementary Financing Program Account","0","0","0","0","I","Operating Cash Balance","Type of account","2","2020","4","2020","3","08","26"
